"","sc.anger","sc.anticipation","sc.disgust","sc.fear","sc.joy","sc.sadness","sc.surprise","sc.trust","sc.positive","sc.negative","Open","sc.Open","change","Date","loggdpchange","loggdp","urate"
"1",0.136363636363636,0.212121212121212,0.0303030303030303,0.181818181818182,0.0606060606060606,0.257575757575758,0.757575757575758,0.318181818181818,0.515151515151515,0.484848484848485,1945.969971,-1.42358000241366,-4.52507026873146,2,0,15.3170879434259,0.053
"2",0.255555555555556,0.255555555555556,0.0555555555555556,0.133333333333333,0.188888888888889,0.177777777777778,0.511111111111111,0.655555555555556,0.655555555555556,0.488888888888889,1916.680054,-1.71426238290494,-1.50515770728715,3,0,15.3170879434259,0.053
"3",0.185185185185185,0.271604938271605,0.0987654320987654,0.0987654320987654,0.0740740740740741,0.111111111111111,0.604938271604938,0.358024691358025,0.530864197530864,0.320987654320988,1877.400024,-2.10408979778526,-2.04937855527972,4,0,15.3170879434259,0.053
"4",0.234848484848485,0.318181818181818,0.128787878787879,0.166666666666667,0.151515151515152,0.242424242424242,0.78030303030303,0.340909090909091,0.590909090909091,0.439393939393939,1894,-1.93934639684704,0.884200265675505,5,0,15.3170879434259,0.053
"5",0.181159420289855,0.188405797101449,0.0507246376811594,0.173913043478261,0.072463768115942,0.115942028985507,0.507246376811594,0.297101449275362,0.572463768115942,0.297101449275362,1913.069946,-1.75009023408221,1.00686092925026,6,0,15.3170879434259,0.052
"6",0.260162601626016,0.333333333333333,0.0894308943089431,0.195121951219512,0.227642276422764,0.170731707317073,0.634146341463415,0.317073170731707,0.601626016260163,0.463414634146341,1833.400024,-2.54075968461412,-4.16450648689455,7,0,15.3170879434259,0.052
"7",0.269565217391304,0.260869565217391,0.121739130434783,0.165217391304348,0.165217391304348,0.217391304347826,0.71304347826087,0.48695652173913,0.591304347826087,0.478260869565217,1916.73999,-1.71366755912456,4.54565097136705,8,0,15.3170879434259,0.052
"8",0.158469945355191,0.256830601092896,0.087431693989071,0.158469945355191,0.158469945355191,0.213114754098361,0.923497267759563,0.360655737704918,0.562841530054645,0.306010928961749,1954.949951,-1.33445984672444,1.99348692046646,9,0,15.3170879434259,0.052
"9",0.174454828660436,0.32398753894081,0.115264797507788,0.202492211838006,0.118380062305296,0.183800623052959,0.844236760124611,0.342679127725857,0.579439252336449,0.345794392523364,1994.01001,-0.946815493473117,1.99800813212736,10,0,15.3170879434259,0.052
"10",0.284671532846715,0.281021897810219,0.14963503649635,0.237226277372263,0.156934306569343,0.226277372262774,0.748175182481752,0.361313868613139,0.635036496350365,0.448905109489051,1994.709961,-0.939868958837758,0.0351026823581568,11,0,15.3170879434259,0.051
"11",0.31413612565445,0.366492146596859,0.115183246073298,0.246073298429319,0.167539267015707,0.235602094240838,0.989528795811518,0.345549738219895,0.649214659685864,0.43455497382199,2041.160034,-0.478883774289985,2.32866300906791,12,0,15.3170879434259,0.051
"12",0.178294573643411,0.310077519379845,0.124031007751938,0.147286821705426,0.124031007751938,0.178294573643411,0.906976744186046,0.441860465116279,0.627906976744186,0.441860465116279,2037.890015,-0.511336474895854,-0.160203949985827,13,0,15.3170879434259,0.051
"13",0.325757575757576,0.143939393939394,0.25,0.318181818181818,0.0757575757575758,0.272727272727273,0.840909090909091,0.318181818181818,0.46969696969697,0.606060606060606,2056.620117,-0.325453031245106,0.919092878523187,14,0,15.3170879434259,0.051
"14",0.210526315789474,0.315789473684211,0.0701754385964912,0.254385964912281,0.201754385964912,0.210526315789474,0.780701754385965,0.491228070175439,0.614035087719298,0.429824561403509,2045.540039,-0.435415222297716,-0.538751804886672,15,0.0413571968612665,15.3584451402872,0.051
"15",0.236641221374046,0.396946564885496,0.099236641221374,0.152671755725191,0.16030534351145,0.175572519083969,0.702290076335878,0.526717557251908,0.816793893129771,0.412213740458015,2083.100098,-0.06265734246101,1.8361928040461,16,0,15.3584451402872,0.047
"16",0.138157894736842,0.348684210526316,0.0789473684210526,0.138157894736842,0.184210526315789,0.151315789473684,0.848684210526316,0.539473684210526,0.802631578947368,0.302631578947368,2091.48999,0.0206065936786804,0.402759906163674,17,0,15.3584451402872,0.047
"17",0.143712574850299,0.425149700598802,0.0958083832335329,0.179640718562874,0.155688622754491,0.125748502994012,0.844311377245509,0.479041916167665,0.646706586826347,0.365269461077844,2071.820068,-0.17460392026842,-0.94047411625432,18,0,15.3584451402872,0.047
"18",0.228426395939086,0.238578680203046,0.0964467005076142,0.228426395939086,0.121827411167513,0.17258883248731,0.908629441624365,0.421319796954315,0.604060913705584,0.487309644670051,2047.77002,-0.413284187049978,-1.16081740743135,19,0,15.3584451402872,0.047
"19",0.131868131868132,0.181318681318681,0.104395604395604,0.159340659340659,0.159340659340659,0.291208791208791,0.730769230769231,0.445054945054945,0.478021978021978,0.445054945054945,2062.5,-0.267099216604721,0.719318080455156,20,0,15.3584451402872,0.047
"20",0.141935483870968,0.341935483870968,0.0258064516129032,0.251612903225806,0.258064516129032,0.32258064516129,0.709677419354839,0.612903225806452,0.761290322580645,0.47741935483871,2041.880005,-0.47173855485612,-0.999757333333329,21,0,15.3584451402872,0.045
"21",0.259036144578313,0.331325301204819,0.0903614457831325,0.313253012048193,0.168674698795181,0.22289156626506,0.825301204819277,0.512048192771084,0.650602409638554,0.566265060240964,2090.060059,0.00641550713451845,2.35959282044098,22,0,15.3584451402872,0.045
"22",0.26056338028169,0.373239436619718,0.133802816901408,0.28169014084507,0.0704225352112676,0.295774647887324,0.957746478873239,0.359154929577465,0.507042253521127,0.577464788732394,2104.070068,0.145455258145911,0.670316096404577,23,0,15.3584451402872,0.045
"23",0.229787234042553,0.323404255319149,0.0553191489361702,0.238297872340426,0.114893617021277,0.140425531914894,0.697872340425532,0.361702127659574,0.553191489361702,0.412765957446808,2109.570068,0.200038993999518,0.261398138952096,24,0,15.3584451402872,0.045
"24",0.4,0.3,0.0615384615384615,0.507692307692308,0.146153846153846,0.130769230769231,0.738461538461539,0.438461538461538,0.523076923076923,0.6,2078.199951,-0.111287947823162,-1.4870384006605,25,0,15.3584451402872,0.045
"25",0.216867469879518,0.265060240963855,0.072289156626506,0.234939759036145,0.162650602409639,0.174698795180723,0.813253012048193,0.421686746987952,0.530120481927711,0.41566265060241,2103.810059,0.142874846768536,1.23232165353853,26,0,15.3584451402872,0.051
"26",0.450549450549451,0.208791208791209,0.175824175824176,0.395604395604396,0.032967032967033,0.197802197802198,0.681318681318681,0.527472527472527,0.505494505494505,0.637362637362637,2099.340088,0.0985134437981207,-0.212470274152254,27,0,15.3584451402872,0.051
"27",0.383838383838384,0.343434343434343,0.202020202020202,0.363636363636364,0.101010101010101,0.202020202020202,0.545454545454545,0.545454545454545,0.747474747474748,0.464646464646465,2106.969971,0.174234810755562,0.363441971294365,28,0,15.3584451402872,0.051
"28",0.296703296703297,0.362637362637363,0.137362637362637,0.285714285714286,0.197802197802198,0.175824175824176,0.846153846153846,0.730769230769231,1.01648351648352,0.467032967032967,2165.129883,0.751432133278658,2.76035789785825,29,0.0119569607344285,15.3704021010216,0.051
"29",0.258928571428571,0.348214285714286,0.125,0.316964285714286,0.227678571428571,0.241071428571429,0.852678571428571,0.522321428571429,0.879464285714286,0.433035714285714,2166.469971,0.764731589535491,0.0618941159383546,30,0,15.3704021010216,0.051
"30",0.126436781609195,0.264367816091954,0.0613026819923372,0.160919540229885,0.160919540229885,0.122605363984674,0.593869731800766,0.46360153256705,0.666666666666667,0.314176245210728,2168.830078,0.788154036276263,0.108937905052553,31,0,15.3704021010216,0.051
"31",0.185022026431718,0.312775330396476,0.0837004405286344,0.202643171806167,0.18942731277533,0.162995594713656,0.828193832599119,0.581497797356828,0.616740088105727,0.409691629955947,2168.790039,0.787756676603565,-0.00184611050935146,32,0,15.3704021010216,0.051
"32",0.177777777777778,0.337037037037037,0.0666666666666667,0.233333333333333,0.103703703703704,0.244444444444444,0.751851851851852,0.511111111111111,0.488888888888889,0.42962962962963,2183.73999,0.936124708677814,0.68932219030724,33,0,15.3704021010216,0.051
"33",0.161572052401747,0.25764192139738,0.100436681222707,0.179039301310044,0.135371179039301,0.161572052401747,0.74235807860262,0.528384279475983,0.558951965065502,0.393013100436681,2184.23999,0.941086866482687,0.0228964987722735,34,0,15.3704021010216,0.051
"34",0.181818181818182,0.30622009569378,0.0382775119617225,0.196172248803828,0.076555023923445,0.167464114832536,0.669856459330144,0.320574162679426,0.516746411483254,0.449760765550239,2175.100098,0.850379693635687,-0.41844724214577,35,0,15.3704021010216,0.051
"35",0.211340206185567,0.38659793814433,0.0515463917525773,0.309278350515464,0.201030927835052,0.175257731958763,0.809278350515464,0.561855670103093,0.680412371134021,0.38659793814433,2177.48999,0.874097736116897,0.109875035277573,36,0,15.3704021010216,0.05
"36",0.174757281553398,0.233009708737864,0.0631067961165049,0.194174757281553,0.135922330097087,0.116504854368932,0.694174757281553,0.407766990291262,0.543689320388349,0.320388349514563,2169.080078,0.7906351151787,-0.386220466620835,37,0,15.3704021010216,0.05
"37",0.225190839694656,0.366412213740458,0.156488549618321,0.354961832061069,0.145038167938931,0.248091603053435,0.851145038167939,0.396946564885496,0.49236641221374,0.515267175572519,2146.47998,0.566344609815496,-1.04192086909204,38,0,15.3704021010216,0.05
"38",0.242424242424242,0.385281385281385,0.0779220779220779,0.212121212121212,0.138528138528139,0.212121212121212,0.883116883116883,0.493506493506494,0.658008658008658,0.484848484848485,2173.290039,0.832416096847425,1.24902441438097,39,0,15.3704021010216,0.05
"39",0.258620689655172,0.272413793103448,0.0724137931034483,0.23448275862069,0.117241379310345,0.196551724137931,0.831034482758621,0.33448275862069,0.703448275862069,0.472413793103448,2156.51001,0.665885793110723,-0.772102604754998,40,0,15.3704021010216,0.05
"40",0.277580071174377,0.213523131672598,0.096085409252669,0.227758007117438,0.110320284697509,0.281138790035587,0.779359430604982,0.412811387900356,0.505338078291815,0.537366548042705,2164.189941,0.742103852215801,0.35612776960865,41,0,15.3704021010216,0.048
"41",0.238390092879257,0.195046439628483,0.126934984520124,0.210526315789474,0.114551083591331,0.151702786377709,0.851393188854489,0.436532507739938,0.51702786377709,0.439628482972136,2139.679932,0.498858787302068,-1.13252577953832,42,0,15.3704021010216,0.048
"42",0.250793650793651,0.247619047619048,0.111111111111111,0.282539682539683,0.152380952380952,0.234920634920635,0.831746031746032,0.523809523809524,0.653968253968254,0.457142857142857,2139.429932,0.496377708399632,-0.0116839905006882,43,0.0165131908250338,15.3869152918467,0.048
"43",0.25,0.33,0.126666666666667,0.206666666666667,0.15,0.173333333333333,0.723333333333333,0.556666666666667,0.55,0.426666666666667,2132.22998,0.424923112376605,-0.336536003928356,44,0,15.3869152918467,0.048
"44",0.259818731117825,0.323262839879154,0.0936555891238671,0.232628398791541,0.187311178247734,0.145015105740181,0.785498489425982,0.577039274924471,0.631419939577039,0.477341389728097,2083.790039,-0.0558101502249049,-2.27179720078788,45,0,15.3869152918467,0.048
"45",0.215686274509804,0.397759103641457,0.0644257703081232,0.2296918767507,0.302521008403361,0.156862745098039,0.80952380952381,0.582633053221289,0.672268907563025,0.38655462184874,2162.709961,0.727416063599688,3.78732600324134,46,0,15.3869152918467,0.047
"46",0.233962264150943,0.418867924528302,0.0830188679245283,0.275471698113208,0.264150943396226,0.147169811320755,0.856603773584906,0.720754716981132,0.815094339622642,0.433962264150943,2186.850098,0.96699040205021,1.11619853957845,47,0,15.3869152918467,0.047
"47",0.22972972972973,0.346846846846847,0.0675675675675676,0.288288288288288,0.234234234234234,0.153153153153153,0.914414414414414,0.635135135135135,0.792792792792793,0.432432432432432,2206.27002,1.15971983709487,0.888031695348523,48,0,15.3869152918467,0.047
"48",0.210526315789474,0.385964912280702,0.0789473684210526,0.25,0.280701754385965,0.157894736842105,0.947368421052632,0.706140350877193,0.807017543859649,0.368421052631579,2191.120117,1.00936741826583,-0.686674924767372,49,0,15.3869152918467,0.047
"49",0.170506912442396,0.354838709677419,0.0691244239631336,0.244239631336406,0.211981566820276,0.188940092165899,0.949308755760369,0.557603686635945,0.820276497695853,0.43778801843318,2249.72998,1.59103019652184,2.67488133330849,50,0,15.3869152918467,0.047
"50",0.178571428571429,0.25,0.0357142857142857,0.178571428571429,0.178571428571429,0.142857142857143,0.857142857142857,0.321428571428571,0.571428571428571,0.428571428571429,2266.810059,1.76053829115725,0.759205733658752,51,0,15.3869152918467,0.044
